filename,transcript
data/wav48/p252/p252_292.wav,is season started this afternoon.
data/wav48/p252/p252_293.wav,e is a good signing for Rangers.
data/wav48/p252/p252_294.wav,hite would like to buy further bus businesses.
data/wav48/p252/p252_295.wav,enny and I are ready.
data/wav48/p252/p252_296.wav,riday night was a pretty good night.
data/wav48/p252/p252_297.wav,e also worked on general building contracts in the area.
data/wav48/p252/p252_298.wav,hey have played their part.
data/wav48/p252/p252_299.wav,e followed the Italian route.
data/wav48/p252/p252_300.wav,tephen had never considered the question of compensation.
data/wav48/p252/p252_301.wav,he Shadow Chancellor is away on holiday.
data/wav48/p252/p252_302.wav,o does every industry.
data/wav48/p252/p252_303.wav,omorrow will be my last.
data/wav48/p252/p252_304.wav,ut there's also a love for the songs.
data/wav48/p252/p252_305.wav,is career may also provide food for thought for Ferguson.
data/wav48/p252/p252_306.wav,e must move on.
data/wav48/p252/p252_307.wav,t's just an area of water.
data/wav48/p252/p252_308.wav,e have achieved that.
data/wav48/p252/p252_309.wav,"heir eyes, however, told a different story."
data/wav48/p252/p252_310.wav,ood players have become bad.
data/wav48/p252/p252_311.wav,any events are down on numbers.
data/wav48/p252/p252_312.wav,e had served his time.
data/wav48/p252/p252_313.wav,t was a total surprise.
data/wav48/p252/p252_314.wav,f a service doesn't pay it will go.
data/wav48/p252/p252_315.wav,he process will start tomorrow.
data/wav48/p252/p252_316.wav,otherwell took them from half chances.
data/wav48/p252/p252_317.wav,hat wasn't an outstanding performance from Celtic.
data/wav48/p252/p252_319.wav,ne finding emerged clearly.
data/wav48/p252/p252_320.wav,here was no consultation with the executive and no need for any such consultation.
data/wav48/p252/p252_321.wav,e lost to a poor team.
data/wav48/p252/p252_322.wav,e are keen to see truth and justice.
data/wav48/p252/p252_323.wav,e have clearly become well established.
data/wav48/p252/p252_324.wav,"he report will go before the Scottish Parliament, probably in early autumn."
data/wav48/p252/p252_325.wav,urray plays down return
data/wav48/p252/p252_326.wav,ther teams moved up too.
data/wav48/p252/p252_327.wav,ot one person spoke badly.
data/wav48/p252/p252_328.wav,e were caught out.
data/wav48/p252/p252_329.wav,he performance continues to improve.
data/wav48/p252/p252_330.wav,e want immediate action.
data/wav48/p252/p252_331.wav,ur relationship has been very good.
data/wav48/p252/p252_332.wav,omeone should tell them.
data/wav48/p252/p252_333.wav,ut it won't help British farmers.
data/wav48/p252/p252_334.wav,oes that put pressure on us ?
data/wav48/p252/p252_335.wav,id it work ?
data/wav48/p252/p252_336.wav,o you think we are a top nation ?
data/wav48/p252/p252_337.wav,s our children learning ?
data/wav48/p252/p252_338.wav,ow independent is that ?
data/wav48/p252/p252_339.wav,ecause I think it's there.
data/wav48/p252/p252_340.wav,f we get the wrong candidate.
data/wav48/p252/p252_341.wav,hey emerged before the patients left hospital.
data/wav48/p252/p252_342.wav,hey will now remain split up.
data/wav48/p252/p252_343.wav,e are a husband and wife team.
data/wav48/p252/p252_344.wav,t was the September weekend after all.
data/wav48/p252/p252_345.wav,e would add value.
data/wav48/p252/p252_346.wav,ources yesterday said the Royal Bank has declined to back him.
data/wav48/p252/p252_347.wav,hose overseas offices were great.
data/wav48/p252/p252_348.wav,hat was our last chance to do something.
data/wav48/p252/p252_349.wav,aybe she is right.
data/wav48/p252/p252_350.wav, saw one man vote five times.
data/wav48/p252/p252_351.wav,o plans for projects are yet in place.
data/wav48/p252/p252_352.wav,o sport needs that sort of thing.
data/wav48/p252/p252_353.wav,he senior management team will be drawn from both companies.
data/wav48/p252/p252_354.wav,ny increase always has some effect.
data/wav48/p252/p252_355.wav,hat form did that take ?
data/wav48/p252/p252_356.wav,re they free ?
data/wav48/p252/p252_357.wav,hat are they for ?
data/wav48/p252/p252_358.wav,s there a waiting list ?
data/wav48/p252/p252_359.wav,o they think anyone else wants them ?
data/wav48/p252/p252_360.wav,hey had better be.
data/wav48/p252/p252_361.wav,mployees are entitled to follow their contract to the letter.
data/wav48/p252/p252_362.wav,e was a great human being.
data/wav48/p252/p252_363.wav,hat seems highly unlikely.
data/wav48/p252/p252_364.wav,"till, I am delighted."
data/wav48/p252/p252_365.wav,nalysts welcomed the news.
data/wav48/p252/p252_366.wav,e also launched a new strategy for the agency.
data/wav48/p252/p252_367.wav,ou will lose benefit because you have broken the rules.
data/wav48/p252/p252_368.wav,hey made such decisions in London.
data/wav48/p252/p252_369.wav,esults of the survey are expected by the end of June.
data/wav48/p252/p252_370.wav,he whole system is too complex.
data/wav48/p252/p252_371.wav,e said legal action could be considered.
data/wav48/p252/p252_372.wav,he European elections revealed a lack of interest and a lack of knowledge.
data/wav48/p252/p252_373.wav,his is far too high.
data/wav48/p252/p252_374.wav,hese matters can't just be medical decisions.
data/wav48/p252/p252_375.wav,f you believe in the blue and white.
data/wav48/p252/p252_376.wav,e have no information on Iraq.
data/wav48/p252/p252_378.wav,he referee faces a massive job.
data/wav48/p252/p252_379.wav,hat could be ready within another nine months.
data/wav48/p252/p252_380.wav,ext league matches Kilmarnock.
data/wav48/p252/p252_381.wav,n appeal was unlikely.
data/wav48/p252/p252_382.wav,e said he had now written to Scottish Industry Minister Lord Macdonald.
data/wav48/p252/p252_383.wav, got dropped for that game.
data/wav48/p252/p252_384.wav,o real attempt was made to get orders.
data/wav48/p252/p252_385.wav,ourism is a vital industry for Scotland.
data/wav48/p252/p252_386.wav,his year I understood.
data/wav48/p252/p252_387.wav,t's clearly a budget.
data/wav48/p252/p252_388.wav,"t's an option, but I can't really comment."
data/wav48/p252/p252_389.wav,he women are victims here.
data/wav48/p252/p252_390.wav,'m not sure that's right.
data/wav48/p252/p252_391.wav,'ve kept him in touch with everything.
data/wav48/p252/p252_392.wav,he property is owned by Glasgow City Council.
data/wav48/p252/p252_393.wav,here's nothing natural left.
data/wav48/p252/p252_394.wav,e could still be President.
data/wav48/p252/p252_395.wav,here's always a case.
data/wav48/p252/p252_396.wav,he new manager must make tough decisions.
data/wav48/p252/p252_397.wav,e has worked hard over the years.
data/wav48/p252/p252_399.wav,t was too difficult.
data/wav48/p252/p252_400.wav,e will miss him against Celtic.
data/wav48/p252/p252_401.wav, managed to do that.
data/wav48/p252/p252_402.wav,o what happens next ?
data/wav48/p252/p252_403.wav,ad this been common practice ?
data/wav48/p252/p252_404.wav,hat do they want us to do ?
data/wav48/p252/p252_405.wav,s it worth it ?
data/wav48/p252/p252_406.wav,oes it matter ?
data/wav48/p252/p252_407.wav,he doctors are quite positive about my progress.
data/wav48/p252/p252_408.wav,hey had to have hospital treatment.
data/wav48/p252/p252_409.wav,ive local people were injured.
data/wav48/p252/p252_410.wav,ll the dead were believed to have been French.
data/wav48/p252/p252_411.wav,'d like to report a murder.
data/wav48/p253/p253_001.wav,lease call Stella.  
data/wav48/p253/p253_002.wav,sk her to bring these things with her from the store.  
data/wav48/p253/p253_003.wav,"ix spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob.  "
data/wav48/p253/p253_004.wav,e also need a small plastic snake and a big toy frog for the kids.  
data/wav48/p253/p253_005.wav,"he can scoop these things into three red bags, and we will go meet her Wednesday at the train station. "
data/wav48/p253/p253_007.wav,he rainbow is a division of white light into many beautiful colors. 
data/wav48/p253/p253_008.wav,"hese take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon. "
data/wav48/p253/p253_009.wav,"here is , according to legend, a boiling pot of gold at one end. "
data/wav48/p253/p253_010.wav,"eople look, but no one ever finds it. "
data/wav48/p253/p253_011.wav,"hen a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow. "
data/wav48/p253/p253_012.wav,hroughout the centuries people have explained the rainbow in various ways. 
data/wav48/p253/p253_013.wav,ome have accepted it as a miracle without physical explanation. 
data/wav48/p253/p253_014.wav,o the Hebrews it was a token that there would be no more universal floods. 
data/wav48/p253/p253_015.wav,he Greeks used to imagine that it was a sign from the gods to foretell war or heavy rain. 
data/wav48/p253/p253_016.wav,he Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky. 
data/wav48/p253/p253_017.wav,thers have tried to explain the phenomenon physically. 
data/wav48/p253/p253_018.wav,ristotle thought that the rainbow was caused by reflection of the sun's rays by the rain. 
data/wav48/p253/p253_020.wav,any complicated ideas about the rainbow have been formed. 
data/wav48/p253/p253_021.wav,"he difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases. "
data/wav48/p253/p253_023.wav,"f the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow. "
data/wav48/p253/p253_024.wav,"his is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."
data/wav48/p253/p253_025.wav,ut it failed.
data/wav48/p253/p253_026.wav,"olice were called to the scene, according to the weekend reports."
data/wav48/p253/p253_027.wav,everal other countries are also reported to be interested in the format.
data/wav48/p253/p253_028.wav,"owever, the following year the cancer returned."
data/wav48/p253/p253_029.wav,"heir courage, and their honesty, should be respected."
data/wav48/p253/p253_030.wav,his is the window.
data/wav48/p253/p253_031.wav,e was jailed for five years.
data/wav48/p253/p253_032.wav,elp is needed.
data/wav48/p253/p253_033.wav,"hen, suddenly, they weren't."
data/wav48/p253/p253_034.wav,t is marvellous.
data/wav48/p253/p253_035.wav,ther members of the family were too upset to comment last night.
data/wav48/p253/p253_036.wav,"owever, they continued in their pursuit of victory."
data/wav48/p253/p253_037.wav,hey're just different.
data/wav48/p253/p253_038.wav,t was clear.
data/wav48/p253/p253_039.wav,"ndeed, he does."
data/wav48/p253/p253_040.wav,eople come into the Borders for the beauty of the background.
data/wav48/p253/p253_041.wav,"f course, on Tuesday, United were beaten despite this."
data/wav48/p253/p253_042.wav,ancing was her life.
data/wav48/p253/p253_043.wav,he ambition this year is to improve on last.
data/wav48/p253/p253_044.wav,t is hard to avoid the conclusion that lessons have been learned.
data/wav48/p253/p253_045.wav,hey want to be entertained.
data/wav48/p253/p253_046.wav,t's the only thing.
data/wav48/p253/p253_047.wav,ou had better believe it.
data/wav48/p253/p253_048.wav,"harlie Gordon, leader of the council, dismissed the suggestion."
data/wav48/p253/p253_049.wav,"n fuel, the Chancellor has a number of options."
data/wav48/p253/p253_050.wav, neighbour said.
data/wav48/p253/p253_051.wav,t is bizarre.
data/wav48/p253/p253_052.wav,here is no reason at all.
data/wav48/p253/p253_053.wav,"n essence, the teaching profession has a choice."
data/wav48/p253/p253_054.wav,very aspect of our play was first class.
data/wav48/p253/p253_055.wav,ur people are ready.
data/wav48/p253/p253_056.wav,ere's a clue.
data/wav48/p253/p253_057.wav, was lost.
data/wav48/p253/p253_058.wav,"or the meantime, though, the signs are good."
data/wav48/p253/p253_059.wav,y fitness was very poor.
data/wav48/p253/p253_060.wav,everal other pupils and staff were seriously injured in the accident.
data/wav48/p253/p253_061.wav,t is unique.
data/wav48/p253/p253_062.wav, expect a rapid response.
data/wav48/p253/p253_063.wav,t happened so quickly.
data/wav48/p253/p253_064.wav,hat's the truth.
data/wav48/p253/p253_065.wav,t seems to have worked.
data/wav48/p253/p253_066.wav,his is the first step.
data/wav48/p253/p253_067.wav,nd if he hadn't become a musician?
data/wav48/p253/p253_068.wav,here was a tremendous amount of anger and frustration in that music.
data/wav48/p253/p253_069.wav," am pleased with the result, as it was a possible upset."
data/wav48/p253/p253_071.wav,ounds like The Sixth Sense?
data/wav48/p253/p253_072.wav,obin Williams is very subdued.
data/wav48/p253/p253_073.wav,hey did not replace it with a conviction for culpable homicide.
data/wav48/p253/p253_074.wav,t could take some time.
data/wav48/p253/p253_075.wav,"e have to create a climate of trust, which is not easy."
data/wav48/p253/p253_076.wav," am a soldier, a soldier, a soldier."
data/wav48/p253/p253_077.wav,t is a job creation scheme.
data/wav48/p253/p253_078.wav,he party is up for it.
data/wav48/p253/p253_079.wav,eople must remain vigilant.
data/wav48/p253/p253_080.wav,r Irvine said Mr Rafferty was now in good spirits.
data/wav48/p253/p253_081.wav,hat has changed?
data/wav48/p253/p253_082.wav, will miss him.
data/wav48/p253/p253_083.wav,e is in the queue.
data/wav48/p253/p253_084.wav, first met him last summer.
data/wav48/p253/p253_085.wav,hat would be the timetable for withdrawal?
data/wav48/p253/p253_086.wav,"bviously, we were pretty close in a couple of games."
data/wav48/p253/p253_087.wav,t just shows the arrogance of Labour and the Liberal Democrats.
data/wav48/p253/p253_088.wav,hey lived for their children.
data/wav48/p253/p253_089.wav,he city council is a major property owner in the area.
data/wav48/p253/p253_090.wav,owning Street will make the second appointment in the Scotland Office today.
data/wav48/p253/p253_091.wav,"esterday, he continued to keep a low profile."
data/wav48/p253/p253_092.wav,e are on the path of change.
data/wav48/p253/p253_093.wav,"his time, it will have opened up the field a little bit."
data/wav48/p253/p253_095.wav,"et, it worked."
data/wav48/p253/p253_096.wav,e's been hit by it.
data/wav48/p253/p253_097.wav, love the Dome.
data/wav48/p253/p253_098.wav, wish I had put on a brighter tie.
data/wav48/p253/p253_099.wav,"owever, we have not come to any conclusions."
data/wav48/p253/p253_100.wav,t is a love affair.
data/wav48/p253/p253_101.wav,omorrow he will make a keynote speech on Europe.
data/wav48/p253/p253_102.wav,hey make a selective perception process.
data/wav48/p253/p253_103.wav,wo of the team became ill.
data/wav48/p253/p253_104.wav,hat would be unlawful.
data/wav48/p253/p253_106.wav,il embargo endorsed.
data/wav48/p253/p253_107.wav,t was an adventure.
data/wav48/p253/p253_108.wav,ealth Secretary Frank Dobson made the surprise announcement in the Commons yesterday.
data/wav48/p253/p253_109.wav,"hile they went on holiday, we got the contract."
data/wav48/p253/p253_110.wav,"ccording to the criteria, he is qualified for Scotland."
data/wav48/p253/p253_111.wav," was fighting for my life, I thought."
data/wav48/p253/p253_112.wav,s that right?
data/wav48/p253/p253_113.wav,"e leaves a wife, a son and a daughter."
data/wav48/p253/p253_114.wav,t's a shame.
data/wav48/p253/p253_115.wav,t was the eighties.
data/wav48/p253/p253_116.wav,t is so sad.
data/wav48/p253/p253_117.wav,ony Blair's spokesman insisted the decision came from Dublin.
data/wav48/p253/p253_118.wav,he mood is upbeat.
data/wav48/p253/p253_119.wav,t is rubbish.
data/wav48/p253/p253_120.wav,ho would be a referee?
data/wav48/p253/p253_121.wav,hat was the lesson to be learned from the European Championships.
data/wav48/p253/p253_122.wav,e enjoyed it today.
data/wav48/p253/p253_123.wav,is son has been travelling with the Tartan Army for years.
data/wav48/p253/p253_124.wav,"ere, again, they were denied a voice."
data/wav48/p253/p253_125.wav,here were no grounds for his action.
data/wav48/p253/p253_126.wav,'m so angry.
data/wav48/p253/p253_127.wav,he really suffered for her art.
data/wav48/p253/p253_128.wav,t's the traumatic event in the childhood of the nation.
data/wav48/p253/p253_129.wav,t's not a U-turn.
data/wav48/p253/p253_130.wav,o production was achieved.
data/wav48/p253/p253_131.wav, am now unemployed.
data/wav48/p253/p253_132.wav,e had a great time when we came with Easy Rider.
data/wav48/p253/p253_133.wav,t plans to return to this field.
data/wav48/p253/p253_134.wav,e work well together.
data/wav48/p253/p253_135.wav,he judges will give a ruling next Wednesday.
data/wav48/p253/p253_136.wav,e are currently consulting with a wide range of interested parties.
data/wav48/p253/p253_138.wav, was dead.
data/wav48/p253/p253_139.wav, don't know the full story.
data/wav48/p253/p253_140.wav,"uddenly, the Fir Park side were in disarray."
data/wav48/p253/p253_141.wav,he died at her home.
data/wav48/p253/p253_142.wav,e realises his mistake.
data/wav48/p253/p253_143.wav,e felt that everything that was said about asylum seekers was negative.
data/wav48/p253/p253_144.wav,"lice, the girl, was said by doctors to be in good condition."
data/wav48/p253/p253_145.wav, was awful.
data/wav48/p253/p253_146.wav,ho would have?
data/wav48/p253/p253_147.wav,"e sets the nature of his Parliament in a simple, realistic context."
data/wav48/p253/p253_148.wav,t is not just about pay.
data/wav48/p253/p253_149.wav,"t will include the Black Watch, the Royal Highland regiment."
data/wav48/p253/p253_150.wav,here was a substantial explosion.
data/wav48/p253/p253_151.wav, was stunned.
data/wav48/p253/p253_152.wav,he woman is a star who has grown to love the limelight.
data/wav48/p253/p253_153.wav,he weather forecast isn't good.
data/wav48/p253/p253_154.wav,hey have not been named.
data/wav48/p253/p253_156.wav,y Dad is a hero.
data/wav48/p253/p253_157.wav,"or the refugees, the return will not come a moment too soon."
data/wav48/p253/p253_158.wav,ords were not required.
data/wav48/p253/p253_160.wav,ife becomes a song.
data/wav48/p253/p253_161.wav,"ell, he should know."
data/wav48/p253/p253_162.wav,as this element always there?
data/wav48/p253/p253_163.wav,hese days are long gone.
data/wav48/p253/p253_164.wav,'d love to be like Peter.
data/wav48/p253/p253_165.wav,'ve put my own money into this project.
data/wav48/p253/p253_167.wav,ilitary action is the only option we have on the table today.
data/wav48/p253/p253_168.wav, was in the train station overnight.
data/wav48/p253/p253_169.wav,e have a budget in March.
data/wav48/p253/p253_170.wav,e should do everything at a stroke.
data/wav48/p253/p253_171.wav,ou had to go and see him.
data/wav48/p253/p253_173.wav,n a way he was.
data/wav48/p253/p253_175.wav,lair's response was weak.
data/wav48/p253/p253_176.wav,s we worked.
data/wav48/p253/p253_177.wav,e are the gateway to justice.
data/wav48/p253/p253_178.wav, have the first six months of next season to prove myself.
data/wav48/p253/p253_179.wav,he goals were good.
data/wav48/p253/p253_180.wav,"ithin months, he was a part-time tribunal chairman."
data/wav48/p253/p253_181.wav,t's an idea.
data/wav48/p253/p253_182.wav,"t wasn't a penalty, it was outside the area."
data/wav48/p253/p253_183.wav,hey need to look after themselves.
data/wav48/p253/p253_184.wav, saw military vehicles in the distance.
data/wav48/p253/p253_185.wav,veryone is in favour of the need for welfare reform in general.
data/wav48/p253/p253_186.wav,oes this matter?
data/wav48/p253/p253_187.wav,ur team is just so young.
data/wav48/p253/p253_188.wav,"uddenly, the rugby world had changed."
data/wav48/p253/p253_189.wav,"owever, he had not yet been charged in connection with the robbery."
data/wav48/p253/p253_190.wav,t caused a lot of upset.
data/wav48/p253/p253_191.wav,ut a final decision will not be taken until after the elections.
data/wav48/p253/p253_192.wav,e speak about the performance.
data/wav48/p253/p253_194.wav,eace was won.
data/wav48/p253/p253_195.wav,t's a fact.
data/wav48/p253/p253_196.wav, came home by ambulance.
data/wav48/p253/p253_197.wav,t is not satisfied with the standard of fire safety provisions.
data/wav48/p253/p253_198.wav,s that success?
data/wav48/p253/p253_199.wav," would think about the end of January, the beginning of February."
data/wav48/p253/p253_200.wav,ho will pay for this?
data/wav48/p253/p253_201.wav,"t's all about money, money, money."
data/wav48/p253/p253_202.wav,"adly, it can't."
data/wav48/p253/p253_203.wav,t was worth a photograph.
data/wav48/p253/p253_205.wav,e have an election in eight days.
data/wav48/p253/p253_206.wav,eel the heat?
data/wav48/p253/p253_207.wav,he proposals are to be debated on Monday by city councillors.
data/wav48/p253/p253_208.wav,waddle is a case in point.
data/wav48/p253/p253_209.wav,t had all been arranged.
data/wav48/p253/p253_211.wav,ork has started.
data/wav48/p253/p253_212.wav,he workers do not want to read about their futures in newspapers.
data/wav48/p253/p253_213.wav,"n a technical level, they were not afraid to play good football."
data/wav48/p253/p253_214.wav,he council has proposed a temporary barrier to protect the monument.
data/wav48/p253/p253_215.wav,"aturally enough, the letter in question was an E."
data/wav48/p253/p253_216.wav,his obsession wasn't just contained within the world of the losers.
data/wav48/p253/p253_217.wav,hen another one came.
data/wav48/p253/p253_218.wav,he loss of a company to the industry is a blow.
data/wav48/p253/p253_219.wav,"f it doesn't, it doesn't."
data/wav48/p253/p253_220.wav,"learly, the stakes are high."
data/wav48/p253/p253_221.wav,t's a question of creating a future awareness.
data/wav48/p253/p253_222.wav,'d never seen a play about me.
data/wav48/p253/p253_223.wav,t's not before time.
data/wav48/p253/p253_224.wav, didn't play too well in the third quarter.
data/wav48/p253/p253_225.wav, am very sorry that Alastair Campbell has taken this decision.
data/wav48/p253/p253_226.wav, would like to focus on a structure and a target.
data/wav48/p253/p253_227.wav,"im Wallace, the justice minister, acknowledged that prisoner numbers were a concern."
data/wav48/p253/p253_228.wav,y wife and family are the support system.
data/wav48/p253/p253_229.wav,"er condition was yesterday described as critical, but stable."
data/wav48/p253/p253_230.wav,ewar is certainly under attack from within his own party.
data/wav48/p253/p253_231.wav,e are so proud.
data/wav48/p253/p253_232.wav,"he role was a knockout, but really difficult."
data/wav48/p253/p253_233.wav,f course I was tempted.
data/wav48/p253/p253_234.wav,t's quite a line-up!
data/wav48/p253/p253_235.wav,"n the ground, the West Bank was again the focus of violence."
data/wav48/p253/p253_236.wav,he minister is the engineer.
data/wav48/p253/p253_237.wav, was ready to shoot the day I read the screenplay.
data/wav48/p253/p253_238.wav,t is hard won.
data/wav48/p253/p253_239.wav,ur policy is clear.
data/wav48/p253/p253_240.wav," was at the British Olympic Medical Centre, on Friday."
data/wav48/p253/p253_241.wav,he scene is about this?
data/wav48/p253/p253_242.wav,"n short, the Scottish excess is not difficult to justify."
data/wav48/p253/p253_243.wav,y son was too young to die.
data/wav48/p253/p253_244.wav,"n the meantime, the fans would settle for a derby win."
data/wav48/p253/p253_245.wav,"ow, suddenly, we have this new landscape."
data/wav48/p253/p253_247.wav,hildren should be given the same amount of rights as adults.
data/wav48/p253/p253_248.wav,hat could be in place by next year.
data/wav48/p253/p253_249.wav,"or the Scottish judges, the affair is very delicate and unique."
data/wav48/p253/p253_250.wav,t is fantastic that other women will be able to benefit.
data/wav48/p253/p253_251.wav,"hat was a bonus, but it was not the main objective."
data/wav48/p253/p253_252.wav,hey fail to engage.
data/wav48/p253/p253_253.wav,t will now relate to all public bodies in Scotland.
data/wav48/p253/p253_254.wav,ne MP said he feared the job losses were only the beginning.
data/wav48/p253/p253_255.wav,hey must play for each other.
data/wav48/p253/p253_256.wav,"owever, the force has not yet received a formal complaint."
data/wav48/p253/p253_257.wav,here's not much money in cycling.
data/wav48/p253/p253_258.wav,his court has made an order which has not been observed.
data/wav48/p253/p253_260.wav,hat review will look at management across the sector as a whole.
data/wav48/p253/p253_261.wav,e has not created a Festival resource.
data/wav48/p253/p253_262.wav,"e claimed his insurance company contested the damages, not the restaurant."
data/wav48/p253/p253_263.wav,e was also married with two children.
data/wav48/p253/p253_264.wav,"t's great, because it takes a lot of pressure off the players."
data/wav48/p253/p253_265.wav,harles Kennedy had an effective outing.
data/wav48/p253/p253_266.wav,ur objective is to tackle poverty.
data/wav48/p253/p253_267.wav,ne knows the feeling.
data/wav48/p253/p253_268.wav,"im Wallace, justice minister, has refused to hold an inquiry."
data/wav48/p253/p253_269.wav,he decision was announced at its annual conference in Dunfermline.
data/wav48/p253/p253_270.wav,"he has fallen in love with Scotland, however."
data/wav48/p253/p253_271.wav,he failed in her action.
data/wav48/p253/p253_272.wav,e promised to lead from the front in the battle for entry.
data/wav48/p253/p253_273.wav,he looked so young.
data/wav48/p253/p253_274.wav,"n fact, he was talking about the survival business."
data/wav48/p253/p253_275.wav,t's so awful.
data/wav48/p253/p253_276.wav,"urely, the Scottish Parliament is entitled to take a view on that."
data/wav48/p253/p253_277.wav,here was a final revealing detail about the broadcast.
data/wav48/p253/p253_278.wav,ou've got to have both sides.
data/wav48/p253/p253_279.wav,"ertainly, the Taliban regime is finished."
data/wav48/p253/p253_280.wav,ialogue is the key.
data/wav48/p253/p253_281.wav,hey have shown a great desire and attitude.
data/wav48/p253/p253_282.wav,he is an expert on medical ethics.
data/wav48/p253/p253_283.wav,ho will perform?
data/wav48/p253/p253_285.wav,ho did the recruiting?
data/wav48/p253/p253_287.wav,hat might be a punishment but it would also punish the patients.
data/wav48/p253/p253_288.wav, was the sheep.
data/wav48/p253/p253_289.wav, was brought up in a mining background.
data/wav48/p253/p253_290.wav,"n spite of recent advances, the language is still under threat."
data/wav48/p253/p253_291.wav,othing is safe.
data/wav48/p253/p253_292.wav,ut it's a subtle process.
data/wav48/p253/p253_293.wav,ne was a lawyer.
data/wav48/p253/p253_294.wav,he most important thing is to get a programme for government.
data/wav48/p253/p253_296.wav,hey are wrong.
data/wav48/p253/p253_297.wav,ight new hospitals are set to be built.
data/wav48/p253/p253_298.wav,here were no passengers on board.
data/wav48/p253/p253_299.wav,t could work.
data/wav48/p253/p253_300.wav,his is a war over our home.
data/wav48/p253/p253_301.wav,lex Smith has been a massive influence on my career as well.
data/wav48/p253/p253_302.wav,here's no evidence he was ever there.
data/wav48/p253/p253_303.wav,ou should be.
data/wav48/p253/p253_304.wav,"owever, he is a coach, and he remains a coach at heart."
data/wav48/p253/p253_305.wav,he letters are going out today.
data/wav48/p253/p253_307.wav,he Premier League has been a huge success.
data/wav48/p253/p253_308.wav,"hris Smith, the culture secretary, said he was satisfied with the decision."
data/wav48/p253/p253_309.wav,he is very distinctive.
data/wav48/p253/p253_310.wav,e have got to get the points from this one.
data/wav48/p253/p253_311.wav,ou may have a short memory.
data/wav48/p253/p253_313.wav,e are in the end game.
data/wav48/p253/p253_314.wav,t will work.
data/wav48/p253/p253_316.wav,hey will certainly be visible from every house in our area.
data/wav48/p253/p253_317.wav,ur message was inclusive.
data/wav48/p253/p253_318.wav,ut no such amendment has been brought before the Scottish Parliament.
data/wav48/p253/p253_319.wav,"eel the air, the space."
data/wav48/p253/p253_320.wav,s there a new way forward?
data/wav48/p253/p253_322.wav,"he figures are bad, but not that bad."
data/wav48/p253/p253_323.wav,ater in the day he was forced to explain his position.
data/wav48/p253/p253_324.wav,"owever, they will only be found in the wild."
data/wav48/p253/p253_326.wav,hree years ago he would have been.
data/wav48/p253/p253_327.wav,hat's not eviction because he is not a tenant.
data/wav48/p253/p253_328.wav,"ocally, too, the MP is under fire."
data/wav48/p253/p253_329.wav,wo people were interviewed.
data/wav48/p253/p253_330.wav,'ve got no secret.
data/wav48/p253/p253_331.wav,"e lost our composure towards the interval, he said."
data/wav48/p253/p253_332.wav,his is a friendly match?
data/wav48/p253/p253_333.wav, formal announcement is expected this morning at a news conference.
data/wav48/p253/p253_334.wav,his is a sector in overall deficit and urgent action is required.
data/wav48/p253/p253_335.wav,hey should take their mobile phones.
data/wav48/p253/p253_336.wav,e met Mr Davies to establish the scale of the scandal.
data/wav48/p253/p253_337.wav, spokeswoman for Edinburgh City Council confirmed its support for the company.
data/wav48/p253/p253_338.wav,nother case of foot-and-mouth disease was confirmed in Scotland yesterday.
data/wav48/p253/p253_339.wav,he is free.
data/wav48/p253/p253_340.wav,oth of those promises have already been honoured.
data/wav48/p253/p253_341.wav,yson is overwhelmed.
data/wav48/p253/p253_342.wav,"n addition, it was in breach of natural justice."
data/wav48/p253/p253_343.wav,et he left a few days later.
data/wav48/p253/p253_344.wav,t was only a matter of time before someone was killed.
data/wav48/p253/p253_345.wav,"s, indeed, they would be."
data/wav48/p253/p253_346.wav,t is the Holiday programme with a mortgage.
data/wav48/p253/p253_348.wav,o do so he reckons that a good opening result is essential.
data/wav48/p253/p253_349.wav,he shareholders will vote to wind up the company on Friday morning.
data/wav48/p253/p253_350.wav,hat would help.
data/wav48/p253/p253_351.wav,y husband was angry.
data/wav48/p253/p253_352.wav,"ix of the asylum seekers left the offices, it was reported."
data/wav48/p253/p253_354.wav,e is very concerned about his fitness as a footballer.
data/wav48/p253/p253_355.wav,his is a club on the rise.
data/wav48/p253/p253_356.wav,"t's not pretty, but it's effective."
data/wav48/p253/p253_357.wav,heir time has gone.
data/wav48/p253/p253_358.wav,e could make it.
data/wav48/p253/p253_359.wav,he death rates are still as high.
data/wav48/p253/p253_360.wav,"ow, though, he has an incentive."
data/wav48/p253/p253_361.wav,nything is possible in football and we can beat Celtic again.
data/wav48/p253/p253_363.wav,t took about an hour for the gas to clear.
data/wav48/p253/p253_364.wav,t is a simple equation.
data/wav48/p253/p253_365.wav,"y that time, however, it was already too late."
data/wav48/p253/p253_366.wav,t was a funny game.
data/wav48/p253/p253_367.wav,here wasn't a goal.
data/wav48/p253/p253_368.wav,hether his stance is shared by the incoming manager is another matter.
data/wav48/p253/p253_369.wav,olour was at the core of his life.
